Year,Kilometer,Length,Fuel Tank Capacity,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Make_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Volume,Efficiency,Age_Kilometer,Kilometer_per_Year,Power_to_CC,Power_to_Torque,RPM_Ratio,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
2017,0.2983234479148631,0.0356373536129378,-0.2693768783154614,-0.1776590117941991,-0.9705156085943822,0.5456992139146072,-0.98555689465635,0,0,0,0,0.1920467199563973,0.6595184148884021,2.3865875833189047,0.03729043098935789,-0.1776590117941991,-0.1776590117941991,-0.9705156085943822,1,0,0,0,0,0,0,0,0,0
2012,3.1876350486511926,0.1942594869630924,-0.1359200985700744,-0.1935558560332027,-0.5555387526963458,-0.3206212464176748,1.6831095393214992,0,0,1,1,25.100509727176608,1.4240414631057219,41.4392556324655,0.24520269605009173,-0.1935558560332027,-0.1935558560332027,-0.5555387526963458,1,0,0,0,0,0,0,0,0,0
2014,0.0854268036500838,-0.6555019416984503,-0.6030188276789289,-0.9248106910273554,-0.7399729108732509,-0.4650079898063886,-0.6396645235869339,0,0,0,0,833.2837709393162,1.5336348528072181,0.9396948401509219,0.007766073059098527,-0.9248106910273554,-0.9248106910273554,-0.7399729108732509,0,0,0,0,1,0,0,0,0,0
2018,-0.5532631291442636,0.9352514527559576,0.7315489697749411,-0.1935558560332027,-0.5555387526963458,-0.3206212464176748,0.2171536665211765,0,0,0,1,1462.3161049251262,-0.2645835945784321,-3.872841904009845,-0.07903758987775193,-0.1935558560332027,-0.1935558560332027,-0.5555387526963458,1,0,0,0,0,0,0,0,1,0
2018,-0.1291425999624932,1.470034645193622,1.532289648247263,0.9669137734140384,-0.924407069050156,1.123246187469462,1.2123767407821522,0,0,0,1,1871.7371461931953,0.6310254556115158,-0.9039981997374523,-0.018448942851784743,0.9669137734140384,0.8608208816558536,-0.924407069050156,1,0,0,0,0,0,0,0,0,0
2017,-0.3840407107600853,-2.0151202275569187,-1.136845946660477,-1.3063349527634347,1.1043686708958005,-1.2663544156137496,-0.98555689465635,0,0,1,0,6503.000601732141,1.149087047898475,-3.0723256860806822,-0.04800508884501066,-1.3063349527634347,-1.3063349527634347,1.1043686708958005,1,0,0,0,0,0,0,0,0,0
2015,0.1766682226207025,0.3528816203132471,-0.8032039972970094,-0.1935558560332027,1.6576711454265156,-0.7176847907366375,-0.7598816335975614,0,0,1,1,-293.54415124938726,0.24097969716855064,1.766682226207025,0.01766682226207025,-0.1935558560332027,-0.1935558560332027,0.9794577238902961,1,0,0,0,0,0,0,0,0,0
2014,1.727772345121256,-0.6668320940806042,-1.136845946660477,-0.4796990523352629,-1.1088412272270611,-0.3206212464176748,-0.7598816335975614,0,0,0,0,678.8028511917266,0.4219560739468658,19.00549579633382,0.15707021319284145,-0.4796990523352629,-0.4796990523352629,-1.1088412272270611,1,0,0,0,0,0,0,0,0,0
2016,-0.4900328257976233,-0.0323435606799856,0.5313638001568606,-0.1140716348381861,1.4732369872496105,-0.6527107562117164,-0.6396645235869339,0,0,1,1,-6.502933947450984,-0.21467709092059287,-4.41029543217861,-0.05444809175529148,-0.1140716348381861,-0.1140716348381861,0.7740454689021639,1,0,0,0,0,0,0,0,0,0
2016,0.1206764051790664,-1.371567572250577,-1.6039446757693314,-1.2109538873294148,0.807429676230983,-1.2446964041054425,-0.98804306748625,0,0,1,0,3008.5443512122642,0.7549848231196511,1.0860876466115976,0.01340848946434071,-1.2109538873294148,-1.2109538873294148,0.5340342346881183,1,0,0,0,0,0,0,0,0,0
2014,1.058668606003371,0.2305159745859849,0.197721850793393,-0.4161116753792492,-0.3711045945194406,0.0403456120541093,0.2171536665211765,0,0,0,1,-177.2244912360324,-2.104530549909023,11.64535466603708,0.096242600545761,-0.4161116753792492,-0.4161116753792492,-0.3711045945194406,0,0,0,1,0,0,0,0,0,0
2022,-1.1311254492915297,0.364211772695401,-0.4695620479335419,-0.4161116753792492,1.1043686708958005,-0.7682201509226874,-0.98555689465635,0,0,1,0,51.61447407631313,0.886169734565393,-3.393376347874589,-0.3770418164305099,-0.4161116753792492,-0.4161116753792492,0.7247694521941022,1,0,0,0,0,0,0,1,0,0
2022,-0.4620217101736424,0.7109144355893104,-0.1359200985700744,0.6171832001559651,-0.9705156085943822,0.7622793289976777,-0.3477881586160274,0,0,0,1,1255.315841681378,-4.5407795215640805,-1.3860651305209273,-0.15400723672454747,0.6171832001559651,0.6171832001559651,-0.9705156085943822,1,0,0,0,0,0,0,0,0,0
2015,-0.3038699172912333,0.3166251326903546,-0.1359200985700744,0.8238421752630094,0.6432832754535375,0.4013124705258935,1.6831095393214992,0,0,1,1,149.14097382396494,-6.061224086283846,-3.038699172912333,-0.03038699172912333,0.8238421752630094,0.8238421752630094,0.6432832754535375,1,0,0,0,0,0,0,0,0,0
2014,0.8153581554150497,0.0175091098014915,-0.1359200985700744,-0.1299684790771895,0.1821978800112747,-0.3206212464176748,1.6831095393214992,0,0,1,1,3.094882502238094,0.9562123662688745,8.968939709565547,0.07412346867409543,-0.1299684790771895,-0.1299684790771895,0.1821978800112747,0,0,0,0,1,0,1,0,0,0
2018,-0.3143626804728543,0.3528816203132471,-0.8032039972970094,-0.1935558560332027,1.6576711454265156,-0.7176847907366375,-0.7598816335975614,0,0,1,0,-293.54415124938726,0.24097969716855064,-2.2005387633099804,-0.044908954353264904,-0.1935558560332027,-0.1935558560332027,0.9794577238902961,1,0,0,0,0,0,0,0,0,0
2018,-0.4316079038501026,0.3528816203132471,-0.8032039972970094,-0.1935558560332027,1.6576711454265156,-0.7176847907366375,-0.7598816335975614,0,0,1,0,-293.54415124938726,0.24097969716855064,-3.021255326950718,-0.06165827197858609,-0.1935558560332027,-0.1935558560332027,0.9794577238902961,0,0,0,1,0,0,0,0,0,0
2014,-0.6140907417913446,1.429246096617868,0.865005749520328,0.7602547983069944,-0.9705156085943822,0.9788594440807484,1.2123767407821522,0,0,0,1,1819.8026956969697,0.8789014393587311,-6.75499815970479,-0.055826431071940415,0.7602547983069944,0.7602547983069944,-0.9705156085943822,0,0,0,1,0,0,0,0,0,0
2016,-0.2491250659088612,0.2055896393452463,-0.6030188276789289,-0.1299684790771895,1.381019908161158,-0.6238334075339736,-0.6396645235869339,0,0,1,0,-156.6059377767826,0.21552971998809609,-2.242125593179751,-0.027680562878762353,-0.1299684790771895,-0.1299684790771895,1.0191534729085727,1,0,0,0,0,0,0,0,0,0
2012,0.0550129973265433,-1.6888118389508862,-1.136845946660477,-0.972501223744365,1.2888028290727054,-1.1147483350556002,-0.98555689465635,0,0,1,0,6281.321137638028,0.8554380007257094,0.7151689652450629,0.004231769025118715,-0.972501223744365,-0.972501223744365,1.2888028290727054,1,0,0,0,0,0,0,0,0,0
2019,-0.3099526785559407,-1.5279236751243008,0.5313638001568606,-1.1314696661343986,0.6432832754535375,-1.1580643580722143,-0.6396645235869339,1,0,0,0,2279.36304804995,-2.1293691173549734,-1.8597160713356442,-0.05165877975932345,-1.1314696661343986,-1.1314696661343986,0.4000282358112188,1,0,0,0,0,0,0,0,0,0
2012,0.0550129973265433,2.9112300282035983,2.0327525722924644,5.779668123181146,0.4127405777324061,3.180757280758632,1.5999563869329938,0,0,1,1,6619.213796996715,2.843271828534964,0.7151689652450629,0.004231769025118715,2.2290968057318565,1.8170729838910111,0.4127405777324061,0,0,0,0,1,0,0,0,0,0
2014,0.7849443490915112,-1.154028646513222,-0.6030188276789289,-0.7022548716813087,1.1043686708958005,-0.9487035801585794,-0.98555689465635,0,0,1,0,1264.509999504916,1.1645654156178638,8.634387840006623,0.07135857719013738,-0.7022548716813087,-0.7022548716813087,0.6867560030876879,0,0,0,1,0,0,0,0,0,0
2013,-0.0514353248058499,-0.6781622464627581,0.197721850793393,-0.4638022080962587,-0.9705156085943822,-0.0318477596402475,-0.0443271278351328,0,0,0,0,-870.9893586101211,-2.345730662722266,-0.6172238976701988,-0.004286277067154158,-0.4638022080962587,-0.4638022080962587,-0.9705156085943822,0,0,0,1,0,0,0,0,1,0
2013,4.312945882622187,1.3929896089949754,-0.1359200985700744,0.8715327079800194,-0.7399729108732509,0.9788594440807484,1.670286102580891,0,0,0,1,4410.383615109586,-6.412095908911482,51.75535059146624,0.35941215688518224,0.8715327079800194,0.8715327079800194,-0.7399729108732509,1,0,0,0,0,0,0,0,0,0
2014,-0.8359898727278946,-0.9840763607809134,-0.6697472175516225,-0.7022548716813087,1.1043686708958005,-0.9414842429891436,-0.98555689465635,0,0,1,0,837.7673491792258,1.0485371992264838,-9.19588860000684,-0.0759990793388995,-0.7022548716813087,-0.7022548716813087,0.9308728595980532,1,0,0,0,0,0,0,0,0,0
2017,-0.1578836469382387,0.0696278107593995,-0.1359200985700744,-0.3843179869012433,0.73550035454199,-0.7393428022449445,-0.98804306748625,0,0,1,0,54.1984513819814,2.827528753616272,-1.2630691755059096,-0.019735455867279837,-0.3843179869012433,-0.3843179869012433,0.6199535864346184,1,0,0,0,0,0,0,0,0,0
2014,0.3591510605619439,-0.6555019416984503,-0.6697472175516225,-0.7022548716813087,1.1043686708958005,-0.9414842429891436,-0.98555689465635,0,0,1,0,567.1625884781025,1.0485371992264838,3.950661666181383,0.03265009641472217,-0.7022548716813087,-0.7022548716813087,0.9308728595980532,0,0,0,1,0,0,0,0,0,0
2019,-0.5836769354678043,-1.3353110846276846,-1.136845946660477,-0.988398067983369,1.1043686708958005,-1.1147483350556002,-0.98555689465635,0,0,1,0,2741.67884249539,0.869421288686318,-3.502061612806826,-0.09727948924463405,-0.988398067983369,-0.988398067983369,1.1043686708958005,1,0,0,0,0,0,0,0,0,0
