Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
A4 30 TFSI Technology Pack,2017,41999.99999999999,Pune,4726.0,1842.0,1427.0,54.0,14.914122846632385,1394.9999999999998,147.99999999999994,5000.0,250.0,1500.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Titanium+ 1.5L TDCi,2017,82000.0,Jaipur,3999.0,1765.0,1708.0,52.0,13.521139497361697,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna,2009,64999.999999999956,Jamshedpur,3565.0,1595.0,1550.0,35.0,12.072541252905651,1085.9999999999998,66.99999999999997,5500.0,99.0,2800.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2021,7404.661098281211,Mumbai,3675.0,1491.0,1800.0,40.0,13.37700559577791,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
XF 3.0 V6 Premium Luxury,2014,66000.0,Mumbai,4370.0,1775.0,1550.0,50.0,14.444119217386648,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.766056716400424,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class ML 350 CDI,2014,60512.999999999985,Mumbai,4804.0,2035.0,1796.0,70.0,14.978661367769956,2997.0000000000023,254.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Q3 2.0 TDI quattro Premium,2015,47706.00000000004,Ranchi,4385.0,1831.0,1608.0,64.0,14.115615150414612,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City SV,2019,35999.99999999998,Pune,4440.0,1695.0,1495.0,40.0,13.681979165339751,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Octavia 1.8 TSI Style Plus AT [2017],2017,28000.00000000002,Mumbai,4670.0,1814.0,1476.0,50.0,14.217636764806924,1797.9999999999995,176.99999999999994,5100.0,250.0,1250.0,13.940173966008981,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Compass Limited (O) 2.0 Diesel [2017-2020],2017,71799.99999999997,Lucknow,4395.0,1818.0,1640.0,60.0,13.864300722133706,1955.9999999999993,171.00000000000009,3750.0,350.0,1750.0,14.252383454646322,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Active 1.2 SX,2018,64300.000000000015,Pune,3995.0,1760.0,1555.0,40.0,13.437174117244362,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar AX 6-STR Soft Top Petrol MT,2021,23279.999999999993,Aurangabad,3985.0,1820.0,1920.0,57.0,14.430696197054507,1997.0,149.99999999999997,5000.0,300.0,1250.0,13.7548285741869,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
X1 sDrive20d xLine,2021,8000.0000000000055,Delhi,4454.0,2035.0,1545.0,63.0,15.176487111099874,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],2015,87500.00000000007,Gurgaon,3765.0,1660.0,1520.0,43.0,12.834681304952548,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
i10 Sportz 1.2 Kappa2,2012,75000.00000000004,Pune,3585.0,1595.0,1550.0,35.0,12.66032791780777,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto 800 Lxi CNG,2021,13999.999999999995,Mohali,3395.0,1491.0,1475.0,35.0,13.081541382884074,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Harrier XZA Plus,2022,38000.000000000015,Mumbai,4598.0,1894.0,1706.0,50.0,14.637490610367188,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530d M Sport [2017-2019],2017,32999.99999999999,Bangalore,4936.0,1868.0,1479.0,78.0,15.501909511534503,2993.0000000000027,261.00000000000006,4000.0,620.0,2000.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5-Series 520d M Sport,2017,41296.00000000001,Mumbai,4899.0,2035.0,1464.0,65.0,15.009433026436708,1995.0000000000007,190.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Sportz 1.2 AT Kappa2,2013,33999.99999999999,Mumbai,3585.0,1595.0,1550.0,35.0,12.834681304952548,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C200 Progressive,2021,12399.999999999998,Pune,4686.0,1810.0,1442.0,66.0,15.414898134544874,1990.999999999999,201.0,5800.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire ZDI AMT,2017,76000.0,Navi Mumbai,3995.0,1695.0,1555.0,42.0,13.38472764187182,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis VL AT Petrol,2018,65100.00000000004,Thane,4620.0,1775.0,1475.0,55.0,14.074021253115776,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Creta SX Plus 1.6 CRDI Dual Tone,2015,82000.0,Raipur,4270.0,1780.0,1630.0,60.0,13.560618308335483,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nexon XMA Petrol,2018,81000.00000000007,Valsad,3994.0,1811.0,1607.0,44.0,13.270783382522602,1198.0,108.00000000000003,5000.0,170.0,1750.0,13.539726337744348,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Range Rover Sport SDV6 S,2014,70000.00000000001,Mumbai,4879.0,2035.0,1780.0,77.0,15.590462908875947,2993.0000000000027,289.00000000000006,4000.0,600.0,2000.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Duster RXS 1.5 Petrol MT,2020,23499.999999999978,Chennai,4360.0,1822.0,1695.0,50.0,13.698976741708323,1497.9999999999998,104.99999999999997,5600.0,142.0,4000.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX Opt AT,2019,50000.000000000015,Delhi,4370.0,1700.0,1475.0,43.0,13.933293593620657,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WR-V VX MT Petrol,2017,53579.99999999998,Kolkata,3999.0,1734.0,1601.0,40.0,13.262125319779487,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Titanium + 1.5L TDCi,2017,81322.99999999994,Hyderabad,3998.0,1765.0,1647.0,52.0,13.422467969854667,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX 1.6 CRDi,2019,58900.000000000015,Agra,4270.0,1780.0,1665.0,55.0,14.058456736574664,1581.9999999999993,126.0,4000.0,260.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Etios V,2011,49200.00000000002,Mumbai,4265.0,1695.0,1510.0,45.0,12.611537753638338,1495.9999999999993,79.99999999999997,5600.0,132.0,3000.0,14.103649799670542,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT [2016-2019],2018,18999.999999999985,Kolkata,3679.0,1579.0,1478.0,28.0,12.608198852372823,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Trend 1.5 Ti-VCT,2019,14095.000000000011,Delhi,3999.0,1765.0,1708.0,52.0,13.560618308335483,1499.0,108.99999999999997,6300.0,140.0,4400.0,13.701192212433263,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A3 35 TDI Premium Plus,2020,36978.00000000001,Chandigarh,4456.0,1796.0,1416.0,50.0,14.767168433675721,1967.9999999999998,141.00000000000003,3500.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line [2014-2016],2019,42500.00000000003,Delhi,4624.0,2031.0,1429.0,50.0,15.137266397946593,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 2.0 TDI Premium,2013,60000.000000000015,Pune,4915.0,1874.0,1455.0,65.0,14.151982794585487,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wagon R VXi (O),2018,43000.00000000002,Allahabad,3636.0,1491.0,1670.0,35.0,13.017002861746503,998.0000000000002,67.69999999999999,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 S i-VTEC,2014,64999.999999999956,Coimbatore,3990.0,1680.0,1505.0,35.0,13.071070083016778,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Xcent SX CRDi,2017,26999.999999999978,Kolkata,3995.0,1660.0,1520.0,43.0,12.983099011217604,1186.0000000000005,74.00000000000003,4000.0,190.0,1750.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elite i20 Sportz 1.2,2017,20280.99999999999,Mumbai,3985.0,1734.0,1505.0,45.0,13.289571296388235,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX,2014,61999.99999999997,Delhi,4370.0,1700.0,1475.0,43.0,13.071070083016778,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX Opt AT,2014,72900.0,Mumbai,4370.0,1700.0,1475.0,43.0,13.071070083016778,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alto VXi,2014,54420.00000000003,Jamshedpur,3620.0,1491.0,1460.0,35.0,12.506177237980511,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
XJ 3.0 Petrol,2013,64999.999999999956,Mumbai,5247.0,2035.0,1448.0,83.0,14.75160391713461,2995.0,334.99999999999994,6500.0,450.0,3500.0,14.766056716400424,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Figo Duratec Petrol ZXI 1.2,2013,73000.00000000003,Thane,3795.0,1680.0,1427.0,45.0,12.388394202324129,1195.9999999999998,70.00000000000003,6250.0,102.0,4000.0,13.701192212433263,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz VXI BS-IV,2011,90000.00000000001,Pune,4370.0,1775.0,1550.0,50.0,12.611537753638338,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel AT,2021,13999.999999999995,Yamunanagar,3985.0,1820.0,1844.0,57.0,14.346138809026444,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Elite i20 Sportz 1.2 IVT,2022,7404.661098281211,Kanpur,3995.0,1775.0,1505.0,37.0,13.58609739363647,1196.9999999999995,87.0,6000.0,115.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glanza G,2019,19244.000000000007,Zirakpur,3995.0,1745.0,1510.0,37.0,13.458835614025542,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,14.103649799670542,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rexton RX6,2016,70000.00000000001,Mirzapur,4755.0,1900.0,1785.0,78.0,13.710150042306449,2696.0000000000005,161.99999999999994,4000.0,340.0,3250.0,13.744651156585752,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Q2 Premium Plus I 40 TFSI quattro,2020,10700.000000000005,Ahmedabad,4318.0,1805.0,1548.0,55.0,14.897315728316002,1983.9999999999993,188.0,4200.0,320.0,1500.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 2.0 TDI (143bhp),2014,100000.00000000004,Bangalore,4701.0,1826.0,1427.0,63.0,14.137594057133388,1967.9999999999998,141.00000000000003,4200.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Zeta 1.2,2021,8499.000000000005,Thane,3995.0,1745.0,1500.0,37.0,13.623138665316818,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S11 4WD 7 STR,2019,68999.99999999997,Lucknow,4456.0,1820.0,1995.0,60.0,14.133964289082808,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GLE 350 d,2018,17999.999999999993,Chandigarh,4819.0,2035.0,1796.0,93.0,15.631962639782701,2987.000000000002,254.99999999999991,3400.0,620.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna 1.2 Kappa2,2011,53000.00000000002,Kanpur,3585.0,1595.0,1550.0,35.0,12.429216196844383,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Cross Alpha 1.6,2016,76999.99999999997,Delhi,4300.0,1765.0,1590.0,48.0,13.287877815881902,1598.0,118.00000000000004,3750.0,320.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto 800 Lxi CNG,2019,56000.000000000044,Ahmedabad,3395.0,1491.0,1475.0,35.0,12.873902018105829,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W11 (O) AT,2018,43000.00000000002,Mumbai,4585.0,1890.0,1785.0,70.0,14.310206190044097,2179.000000000001,152.99999999999997,3750.0,360.0,1750.0,13.7548285741869,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GL-Class 350 CDI,2015,91099.99999999994,Delhi,5120.0,1934.0,1850.0,100.0,15.036340479356634,2987.000000000002,258.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Cruze LTZ AT,2014,73265.0,Delhi,4597.0,1788.0,1477.0,60.0,13.071070083016778,1997.999999999999,164.00000000000006,3800.0,380.0,2000.0,13.244374287794319,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,2020,16999.99999999999,Bangalore,3805.0,1680.0,1520.0,37.0,13.480037821676145,1196.9999999999995,82.00000000000001,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S11 2WD 7 STR,2018,120000.00000000004,Ranchi,4456.0,1820.0,1995.0,60.0,14.039453789449048,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Duster 110 PS RXZ 4X2 MT Diesel,2016,282094.2333993672,Ranchi,4315.0,1822.0,1695.0,50.0,13.017002861746503,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.085894547754995,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 CDI Style,2015,99000.00000000004,Chennai,4417.0,1804.0,1494.0,50.0,14.375126345899696,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GLE 250 d,2017,33999.99999999999,Navi Mumbai,4819.0,2035.0,1796.0,93.0,15.330637790927133,2143.0000000000005,201.0,3800.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Yaris V CVT,2019,40900.00000000001,Pune,4425.0,1730.0,1495.0,42.0,13.901688254205327,1495.9999999999993,105.99999999999997,6000.0,140.0,4200.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
i10 Magna (O),2008,61999.99999999997,Mumbai,3565.0,1595.0,1550.0,35.0,11.918390573078392,1085.9999999999998,66.99999999999997,5500.0,99.0,2800.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GLA 220 d Activity Edition,2016,79000.00000000006,Chennai,4417.0,1804.0,1494.0,50.0,14.626440774180603,2143.0000000000005,167.99999999999997,3400.0,350.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX 1.6 (O) Petrol,2018,37000.00000000001,Delhi,4270.0,1780.0,1665.0,55.0,13.924364962876357,1590.9999999999998,122.00000000000003,6400.0,151.0,4850.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XL6 Zeta MT Petrol,2019,41792.00000000002,Pune,4445.0,1775.0,1700.0,45.0,13.790192749979985,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wagon R LXi CNG,2011,54000.00000000001,Mumbai,3539.0,1491.0,1700.0,35.0,12.542544882151386,998.0000000000002,59.000000000000014,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrano XL D THP 110 PS,2014,64999.999999999956,Ahmedabad,4331.0,1822.0,1671.0,50.0,13.217673557208654,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.343536423603807,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xcent S 1.2,2014,73999.99999999997,Ahmedabad,3995.0,1660.0,1520.0,43.0,12.896716695872,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI,2015,43297.000000000015,Kollam,3599.0,1495.0,1700.0,35.0,12.873902018105829,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M-Class 350 CDI,2014,60514.000000000044,Pune,4781.0,1911.0,1774.0,95.0,14.978661367769956,2987.000000000002,234.00000000000006,3800.0,535.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Magna 1.2,2014,40000.0,Kolkata,3995.0,1710.0,1505.0,45.0,12.611537753638338,1196.9999999999995,83.00000000000003,6000.0,113.796,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga VDi,2014,53212.999999999956,Patna,4265.0,1695.0,1685.0,45.0,13.304684934198283,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
E-Class 200 K Classic,2007,39000.0,Ludhiana,4370.0,1775.0,1550.0,50.0,13.142164043914272,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
C-Class Cabriolet C 300,2017,56000.000000000044,Ghaziabad,4686.0,1810.0,1409.0,59.0,15.444751097694555,1990.999999999999,240.99999999999994,5500.0,370.0,1300.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,53300.0,Pune,3765.0,1660.0,1520.0,43.0,13.017002861746503,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz Alpha Hybrid 1.5 AT [2018-2020],2018,90000.00000000001,Bangalore,4490.0,1730.0,1485.0,43.0,13.620711479659207,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Discovery Sport S,2020,7404.661098281211,Hyderabad,4600.0,2035.0,1724.0,70.0,15.687312734865866,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Elite i20 Asta 1.2 (O) [2016],2016,9889.000000000005,Bangalore,3985.0,1734.0,1505.0,45.0,13.565766324852886,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 xDrive 30d,2020,20000.000000000015,Kolkata,4886.0,1938.0,1762.0,50.0,15.894826966815325,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
S-Class 300,2012,157999.99999999997,Chennai,4370.0,1775.0,1550.0,50.0,14.22097566607244,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 2.8 4x4 AT [2016-2020],2017,109999.99999999991,Chandigarh,4795.0,1855.0,1835.0,80.0,14.978661367769956,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
A6 35 TDI Matrix,2017,81802.00000000003,Nashik,4933.0,1874.0,1455.0,75.0,14.690979295318174,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harrier XZ,2021,22999.999999999996,Hyderabad,4598.0,1894.0,1706.0,50.0,14.555064111338375,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Celerio ZXi AMT [2019-2020],2014,48000.00000000004,Mumbai,3695.0,1600.0,1560.0,35.0,13.017002861746503,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7 3.0 TDI quattro Premium,2014,25000.000000000004,Chennai,5089.0,1983.0,1737.0,100.0,15.009433026436708,2966.9999999999995,240.99999999999994,3800.0,550.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wagon R LXi CNG,2011,52000.000000000044,Mumbai,3539.0,1491.0,1700.0,35.0,12.560244459250788,998.0000000000002,59.000000000000014,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,2021,7900.000000000007,Hyderabad,4985.0,1926.0,1867.0,75.0,15.068273526459642,1996.0000000000007,214.99999999999991,4000.0,480.0,1500.0,14.235879202727373,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A6 35 TDI Premium,2014,32999.99999999999,Faridabad,4915.0,1874.0,1455.0,65.0,14.187074114396758,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
