Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
Q3 2.0 TDI quattro Premium Plus,2013,116999.99999999991,Chennai,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q3 30 TDI Premium FWD,2017,84999.99999999996,Chennai,4385.0,1831.0,1608.0,64.0,1967.9999999999998,149.99999999999997,3500.0,340.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S-Class S 350 CDI,2015,54000.00000000001,Faridabad,5246.0,1899.0,1494.0,70.0,2987.000000000002,254.99999999999991,3600.0,620.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530d M Sport [2013-2017],2018,40936.99999999999,Chennai,4899.0,2035.0,1464.0,65.0,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rapid Ambition 1.6 TDI CR MT,2012,130000.00000000009,Nashik,4386.0,1699.0,1466.0,55.0,1598.0,104.99999999999997,4400.0,250.0,2500.0,13.940173966008981,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.0 Turbo IMT Dual Tone,2020,12905.000000000005,Bangalore,3995.0,1775.0,1505.0,37.0,998.0000000000002,118.00000000000004,6000.0,172.0,1500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R ZXi 1.2 AMT,2020,30777.00000000002,Bangalore,3655.0,1620.0,1675.0,32.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar CRDe 4x4 Non AC,2017,79000.00000000006,Mysore,3920.0,1710.0,1930.0,60.0,2498.0,104.99999999999997,3800.0,247.0,1800.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],2017,29999.99999999999,Delhi,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 S MT,2011,55000.00000000004,Kolkata,4420.0,1695.0,1480.0,42.0,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX,2018,35999.99999999998,Patna,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 CRDi SX,2014,61999.99999999997,Delhi,4370.0,1700.0,1475.0,43.0,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Vento Highline Plus 1.2 (P) AT 16 Alloy,2017,60499.99999999998,Surat,4390.0,1699.0,1467.0,55.0,1196.9999999999995,103.00000000000001,5000.0,175.0,1500.0,13.36190214923346,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2014,52000.000000000044,Delhi,3995.0,1695.0,1555.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz ZDi SHVS,2015,60999.999999999956,Allahabad,4490.0,1730.0,1485.0,43.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Discovery Sport HSE Petrol 7-Seater,2019,24443.999999999993,Bangalore,4600.0,2035.0,1724.0,65.0,1998.9999999999993,236.0000000000001,5500.0,340.0,1750.0,15.278102064185989,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Celerio X Zxi AMT [2017-2019],2018,43999.99999999997,Delhi,3715.0,1635.0,1565.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kwid RXT Opt,2019,55000.00000000004,Varanasi,3679.0,1579.0,1478.0,28.0,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Civic 1.8V MT,2010,83359.00000000004,Mumbai,4545.0,1750.0,1450.0,50.0,1799.0000000000007,129.99999999999997,6300.0,171.62,4300.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City VX CVT,2016,41999.99999999999,Mumbai,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elantra 2.0 SX (O) AT,2019,21999.999999999993,Mumbai,4570.0,1800.0,1465.0,50.0,1998.9999999999993,149.99999999999997,6200.0,192.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7-Series 730Ld M Sport,2017,42200.000000000015,Mumbai,5219.0,1902.0,1481.0,78.0,2993.0000000000027,261.99999999999994,4000.0,620.0,2000.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
City VX CVT Petrol [2017-2019],2017,29386.000000000015,Bangalore,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
City 1.5 S MT,2012,96505.99999999999,Bangalore,4440.0,1695.0,1485.0,42.0,1497.0000000000007,115.99999999999999,6600.0,146.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel MT,2021,37500.00000000001,Dehradun,3985.0,1820.0,1844.0,57.0,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Q3 35 TDI Premium + Sunroof,2015,71700.00000000003,Navi Mumbai,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5-Series 525d Sedan,2011,60999.999999999956,Mohali,4899.0,2035.0,1464.0,50.0,1995.0000000000007,217.00000000000003,4400.0,450.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Baleno Delta 1.2,2018,61999.99999999997,Faridabad,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
GLA 200 d Sport,2019,56499.99999999996,Delhi,4424.0,1804.0,1494.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F-Pace Prestige,2019,43000.00000000002,Delhi,4731.0,2035.0,1651.0,82.0,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q3 35 TDI Premium Plus + Sunroof,2016,40000.0,Delhi,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis VL AT Petrol,2018,25914.0,Pune,4620.0,1775.0,1475.0,55.0,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Ecosport Titanium+ 1.5L TDCi,2017,82000.0,Jaipur,3999.0,1765.0,1708.0,52.0,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX (O),2015,63999.99999999997,Ahmedabad,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 V AT,2010,95000.00000000001,Gurgaon,4420.0,1695.0,1480.0,42.0,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Redigo T(O) 1.0,2020,7519.999999999994,Bangalore,3429.0,1560.0,1541.0,28.0,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.076001247571691,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
DZire ZXi Plus AMT,2018,41999.99999999999,Mumbai,3995.0,1735.0,1515.0,37.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XJ 3.0 Portfolio,2017,29999.99999999999,Pune,5255.0,2035.0,1460.0,77.0,2993.0000000000027,225.0,4000.0,685.0,1800.0,14.766056716400424,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi 1.0 CNG [2019-2020],2019,76000.0,Kanpur,3655.0,1620.0,1675.0,60.0,998.0000000000002,57.999999999999986,5500.0,78.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kushaq Style 1.0L TSI MT,2022,7404.661098281211,Mumbai,4225.0,1760.0,1612.0,50.0,999.0000000000003,114.00000000000003,5000.0,178.0,1750.0,13.940173966008981,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Alpha 1.2,2016,38779.00000000002,Mumbai,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Sportz 1.4 CRDI,2014,67999.99999999999,Agra,3940.0,1710.0,1505.0,45.0,1396.0,90.0,4000.0,220.0,1750.0,13.332835658211609,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 525d Sedan,2010,73999.99999999997,Mumbai,4841.0,1846.0,1468.0,70.0,2497.000000000001,176.99999999999994,4000.0,400.0,2000.0,14.970197610360676,13.81,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
City VX (O) MT,2019,56880.999999999985,Lucknow,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20i xLine,2021,12500.0,Delhi,4447.0,1821.0,1598.0,51.0,1997.999999999999,189.00000000000003,5000.0,280.0,1350.0,14.970197610360676,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Sportz 1.2 [2016-2017],2019,42678.000000000015,Mumbai,3985.0,1734.0,1505.0,45.0,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530d M Sport [2013-2017],2018,38000.000000000015,Ahmedabad,4899.0,2035.0,1464.0,65.0,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X3 xDrive20d,2014,82000.0,Chandigarh,4648.0,1881.0,1661.0,67.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alto VXi,2014,31099.999999999996,Jamshedpur,3620.0,1491.0,1460.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XF 3.0 V6 Premium Luxury,2014,66000.0,Mumbai,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.766056716400424,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Alpha (O) 1.2,2022,7404.661098281211,Delhi,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estilo VXi BS-IV,2012,52000.000000000044,Pune,3600.0,1495.0,1595.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLA 200 CDI Sport (CBU),2018,22999.999999999996,Mumbai,4630.0,1777.0,1432.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hector Sharp 2.0 Diesel Turbo MT,2021,18500.0,Hyderabad,4655.0,1835.0,1760.0,60.0,1955.9999999999993,169.0,3750.0,350.0,1750.0,14.235879202727373,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City V,2016,51833.99999999998,Bangalore,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
A3 35 TDI Technology + Sunroof,2016,40499.99999999998,Goa,4456.0,1796.0,1416.0,50.0,1967.9999999999998,141.00000000000003,3500.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line,2019,28999.999999999996,Delhi,4633.0,1811.0,1429.0,57.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eeco 7 STR STD (O),2022,7404.661098281211,Hyderabad,3675.0,1491.0,1825.0,40.0,1195.9999999999998,72.0,6000.0,98.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3-Series 320d Luxury Line,2013,64999.999999999956,Kolkata,4633.0,1811.0,1429.0,57.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Range Rover Sport SDV6 HSE,2014,80000.0,Delhi,4879.0,2035.0,1780.0,77.0,2993.0000000000027,289.00000000000006,4000.0,600.0,2000.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
City SV Diesel,2014,75000.00000000004,Kanpur,4440.0,1695.0,1495.0,40.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2019,25000.000000000004,Delhi,4454.0,2035.0,1545.0,63.0,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi [2014-2019],2015,63999.99999999997,Mohali,3545.0,1491.0,1475.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Innova GX 2.4 AT 7 STR,2022,10999.999999999993,Agra,4735.0,1830.0,1795.0,55.0,2392.999999999999,147.99999999999994,3400.0,360.0,1400.0,14.103649799670542,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
XJ 3.0 Petrol,2013,64999.999999999956,Mumbai,5247.0,2035.0,1448.0,83.0,2995.0,334.99999999999994,6500.0,450.0,3500.0,14.766056716400424,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ertiga VXI CNG,2017,76642.00000000004,Mumbai,4296.0,1695.0,1685.0,45.0,1373.0,94.0,6000.0,130.0,4000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Cooper D 3 Door,2018,16999.99999999999,Delhi,3821.0,1727.0,1414.0,44.0,1495.9999999999993,114.00000000000003,4000.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza LDi (O) [2016-2018],2016,70000.00000000001,Mohali,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City ZX CVT Petrol,2022,7404.661098281211,Delhi,4549.0,1748.0,1489.0,40.0,1497.9999999999998,119.00000000000003,6600.0,145.0,4300.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tiago Revotron XE [2016-2019],2018,27069.000000000022,Mumbai,3746.0,1647.0,1535.0,35.0,1198.9999999999998,83.99999999999999,6000.0,114.0,3500.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Safari 2.2 EX 4x2,2013,71999.99999999996,Ahmedabad,4655.0,1965.0,1922.0,55.0,2179.000000000001,138.00000000000006,4000.0,320.0,1700.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Scorpio S11 2WD 7 STR,2018,120000.00000000004,Ranchi,4456.0,1820.0,1995.0,60.0,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Nexon EV XZ Plus,2020,48400.00000000001,Bangalore,3993.0,1811.0,1606.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.539726337744348,13.81,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class 220 CDI Sport,2012,73000.00000000003,Kanpur,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire LXI (O),2017,68999.99999999997,Faridabad,3995.0,1695.0,1555.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q3 35 TDI Premium + Sunroof,2016,84699.99999999993,Karnal,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz Ldi BS-IV,2011,75000.00000000004,Kanpur,3715.0,1680.0,1620.0,43.0,1248.0000000000005,74.99999999999997,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530i Sport Line,2018,31999.999999999993,Mumbai,4936.0,1868.0,1479.0,57.0,1997.999999999999,248.00000000000009,5200.0,350.0,1450.0,14.970197610360676,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XL6 Zeta MT Petrol,2021,7404.661098281211,Udupi,4445.0,1775.0,1700.0,45.0,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Santa Fe 2WD AT [2014-2017],2014,99000.00000000004,Delhi,4690.0,1880.0,1690.0,64.0,2199.0,194.00000000000003,3800.0,437.0,1800.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Scorpio S5 2WD 7 STR,2020,35000.00000000001,Patna,4456.0,1820.0,1995.0,60.0,2179.000000000001,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Go T (O),2017,26999.999999999978,Lucknow,3785.0,1635.0,1485.0,35.0,1198.0,66.99999999999997,5000.0,104.0,4000.0,13.076001247571691,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2014,55000.00000000004,Delhi,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Sport Line,2015,78362.00000000006,Bangalore,4624.0,2031.0,1429.0,60.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Taigun Highline 1.0 TSI AT,2021,31000.000000000015,Hyderabad,4221.0,1760.0,1612.0,50.0,999.0000000000003,114.00000000000003,5000.0,178.0,1750.0,13.36190214923346,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Xcent S 1.2 (O),2015,11628.00000000001,Kolkata,3995.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.4 VX 7 STR [2016-2020],2018,68999.99999999997,Mumbai,4735.0,1830.0,1795.0,55.0,2392.999999999999,147.99999999999994,3400.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Swift ZXi AMT [2018-2019],2019,11874.000000000004,Mumbai,3840.0,1735.0,1530.0,37.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 E Petrol,2016,60124.99999999997,Delhi,4270.0,1780.0,1630.0,60.0,1590.9999999999998,122.00000000000003,6400.0,154.0,4850.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Redigo S 1.0 AMT [2018-2019],2018,42313.0,Bangalore,3429.0,1560.0,1541.0,28.0,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.076001247571691,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CR-V 2.4 AT,2013,67000.0,Mumbai,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Titanium + 1.5L TDCi,2017,81322.99999999994,Hyderabad,3998.0,1765.0,1647.0,52.0,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Celerio VXi AMT,2014,76115.99999999999,Mumbai,3600.0,1600.0,1560.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 S MT,2011,77999.99999999994,Pune,4420.0,1695.0,1480.0,42.0,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Ambiente 1.5L TDCi,2016,62590.99999999995,Mumbai,3998.0,1765.0,1647.0,52.0,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2020,37179.999999999985,Bangalore,4454.0,2035.0,1545.0,63.0,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi 1.0 CNG,2021,14999.99999999999,Pune,3655.0,1620.0,1675.0,60.0,998.0000000000002,57.999999999999986,5500.0,78.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus AT,2015,68565.99999999997,Ahmedabad,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXI CNG (O),2021,17999.999999999993,Delhi,3599.0,1495.0,1700.0,35.0,998.0000000000002,57.999999999999986,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga Vxi CNG,2014,53693.00000000001,Mumbai,4265.0,1695.0,1685.0,60.0,1373.0,82.00000000000001,6000.0,110.0,4000.0,13.0876568212651,13.81,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
718 Boxster,2018,7404.661098281211,Hyderabad,4379.0,1801.0,1281.0,54.0,1988.0000000000007,295.0000000000001,6500.0,380.0,2150.0,15.073386981633433,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Polo Highline1.0L (P),2018,50197.00000000004,Pune,3971.0,1682.0,1469.0,45.0,999.0000000000003,74.99999999999997,6200.0,95.0,3000.0,13.36190214923346,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
